,carat,cut,color,clarity,depth,table,price,x,y,z
15841,1.17,Very Good,H,SI1,59.6,62,6336,6.88,6.82,4.08
10979,1.01,Ideal,H,VS2,62.1,54,4909,6.5,6.44,4.02
25813,2.19,Very Good,I,SI1,62.6,58,14819,8.24,8.33,5.19
26210,1.5,Very Good,D,VS1,60.2,59,15600,7.3,7.36,4.41
1135,0.71,Ideal,F,VS1,62.6,55,2920,5.71,5.67,3.56
52056,1.02,Premium,F,I1,59.6,59,2452,6.51,6.45,3.87
6791,0.7,Very Good,E,VVS1,61.9,58,4114,5.6,5.67,3.49
40649,0.54,Premium,F,SI2,59.6,60,1154,5.25,5.28,3.14
31108,0.4,Premium,G,VS2,60.4,58,753,4.75,4.78,2.88
4334,0.9,Premium,E,SI2,62.2,60,3599,6.19,6.15,3.84
47387,0.54,Ideal,E,VS2,61,56,1847,5.28,5.25,3.21
24614,1.81,Premium,I,VS2,62.7,58,12939,7.77,7.68,4.84
36167,0.38,Ideal,F,VS1,61.4,57,929,4.65,4.67,2.86
19963,1.52,Premium,G,SI1,62.2,58,8512,7.39,7.33,4.58
35342,0.42,Ideal,H,SI1,62.2,57,898,4.8,4.78,2.98
37107,0.38,Ideal,F,VS2,62.4,54,969,4.65,4.6,2.89
1507,1.01,Fair,G,SI1,65.1,57,2993,6.27,6.22,4.07
49024,0.57,Ideal,F,VS1,62.6,56,2052,5.33,5.27,3.32
6361,0.32,Very Good,I,VS2,63.2,56,576,4.38,4.32,2.75
38003,0.43,Premium,G,VS1,62.2,59,1008,4.84,4.81,3
34510,0.33,Ideal,G,VVS1,62.3,55,868,4.43,4.46,2.77
4081,0.91,Very Good,G,SI2,60,57,3531,6.27,6.32,3.78
47995,0.32,Ideal,J,IF,62.2,56,533,4.37,4.41,2.73
19147,1.2,Very Good,D,SI1,62.6,59,7909,6.71,6.75,4.21
41809,0.6,Ideal,H,SI2,61.7,54,1250,5.44,5.48,3.37
43444,0.5,Premium,E,SI1,60.2,58,1415,5.18,5.15,3.11
36345,0.32,Ideal,H,VVS1,61.9,55,936,4.38,4.37,2.71
10424,1.01,Ideal,G,SI2,61.5,57,4783,6.43,6.45,3.96
22286,1.57,Very Good,I,VS1,59.7,61,10336,7.51,7.62,4.52
11401,1.19,Ideal,I,SI1,62.3,57,4998,6.78,6.73,4.21
29540,0.27,Ideal,E,VS1,61.4,57,704,4.17,4.23,2.58
17914,1.01,Very Good,G,VVS2,62.8,58,7234,6.38,6.42,4.02
30255,0.3,Very Good,G,VVS1,60.7,56,725,4.32,4.35,2.63
10180,1.22,Premium,I,SI2,61.5,61,4735,6.89,6.83,4.22
3257,0.74,Premium,E,VS1,62.8,59,3357,5.76,5.68,3.59
36887,0.55,Ideal,H,SI2,61.4,55,959,5.27,5.29,3.24
23583,1.57,Ideal,G,SI1,61.8,55,11596,7.43,7.49,4.61
3443,0.9,Fair,I,VS1,65.2,60,3387,6,5.96,3.9
15821,1,Premium,F,VS2,62.2,59,6328,6.37,6.29,3.94
21538,1.51,Premium,I,VS1,60,58,9640,7.51,7.45,4.49
53016,0.52,Ideal,F,IF,60.6,57,2598,5.22,5.21,3.16
46062,0.53,Premium,D,VS2,59.9,58,1734,5.26,5.29,3.16
43740,0.51,Ideal,E,SI1,59.6,57,1438,5.2,5.24,3.11
34484,0.43,Very Good,G,VS2,62.9,59,867,4.78,4.83,3.02
38876,0.4,Ideal,D,VS2,61.3,57,1050,4.77,4.75,2.92
10085,1.2,Very Good,G,SI2,61.2,59,4712,6.78,6.84,4.17
22052,1.5,Fair,E,SI2,66.3,60,10080,7.09,7.02,4.68
47480,0.6,Ideal,G,VS2,62,54,1861,5.43,5.47,3.38
19741,1.51,Premium,D,SI2,61.4,56,8311,7.37,7.32,4.51
32245,0.31,Ideal,H,IF,61.3,56,789,4.39,4.42,2.7
14553,1,Premium,D,SI1,59.6,57,5880,6.54,6.44,3.87
8233,0.93,Premium,F,SI1,62.3,58,4373,6.18,6.22,3.86
20645,1.5,Very Good,H,VS2,61.5,57,8936,7.32,7.37,4.52
48009,0.52,Ideal,D,VS2,62.3,56,1919,5.16,5.11,3.2
7793,0.91,Very Good,E,SI1,63.9,57,4289,6.05,6.12,3.89
43215,0.51,Ideal,H,VS2,62.9,57,1397,5.07,5.1,3.2
50767,0.75,Ideal,J,VS1,62.9,57,2300,5.74,5.81,3.63
11452,1.01,Premium,G,SI1,62.6,60,5006,6.36,6.29,3.96
39506,0.5,Ideal,G,SI2,62.1,55,1080,5.09,5.12,3.17
27893,0.32,Ideal,I,IF,61.6,56,655,4.4,4.43,2.72
20654,1.01,Good,D,VVS2,63.5,57,8943,6.32,6.35,4.02
17380,0.34,Premium,E,SI2,59.9,59,612,4.57,4.55,2.73
37885,0.46,Ideal,I,VVS2,61.4,57,1006,4.96,5,3.06
7693,1.08,Very Good,I,SI1,60.5,60,4276,6.61,6.67,4.02
28013,0.3,Premium,E,VS2,61.9,59,658,4.29,4.33,2.67
39846,0.3,Premium,D,VVS2,59.6,61,1099,4.39,4.34,2.6
3769,1.04,Very Good,J,SI2,62.8,57,3459,6.44,6.5,4.06
40326,0.5,Ideal,G,SI2,61,57,1127,5.13,5.15,3.13
47717,0.66,Ideal,G,SI1,61.7,55,1885,5.64,5.6,3.47
45866,0.32,Fair,F,VS2,59.6,60,1715,4.42,4.34,2.61
23655,1.52,Good,F,VS2,64.2,59,11696,7.16,7.2,4.61
43287,0.31,Ideal,H,VS2,61,57,507,4.38,4.41,2.68
15114,1.01,Very Good,F,SI1,62.9,57,6075,6.35,6.4,4.01
8612,0.84,Very Good,D,VS1,60.6,57,4443,6.06,6.15,3.7
38176,0.4,Ideal,F,VVS2,62,56,1015,4.73,4.76,2.94
33766,0.5,Premium,E,I1,60.7,61,840,5.14,5.05,3.09
49439,0.7,Good,F,SI2,60.6,61,2109,5.71,5.77,3.48
13138,1.07,Ideal,F,SI1,59.4,57,5436,6.73,6.67,3.98
16721,0.3,Ideal,H,VVS2,62.3,54.4,610,4.28,4.32,2.68
49298,0.39,Ideal,J,SI1,62.6,53,539,4.68,4.71,2.94
9338,0.94,Premium,E,SI1,62,58,4580,6.27,6.24,3.88
23700,1.01,Ideal,D,VVS1,62.5,55,11767,6.44,6.39,4.01
3203,0.77,Ideal,D,SI1,62.5,56,3345,5.86,5.91,3.68
21762,1.5,Good,I,VS1,57.9,60,9828,7.48,7.44,4.32
51260,0.63,Ideal,G,VS2,60.9,56,2357,5.57,5.6,3.4
14521,1.01,Premium,G,VS2,61.6,61,5864,6.46,6.36,3.95
18561,1,Very Good,D,VS1,61.2,62,7567,6.35,6.39,3.9
47705,0.58,Ideal,E,VS2,61.9,56,1884,5.35,5.38,3.32
48719,0.56,Premium,D,VS2,61.5,58,2011,5.33,5.28,3.26
1172,0.7,Very Good,D,VS2,60.8,59,2928,5.67,5.71,3.46
18410,1.07,Ideal,F,VS2,62.4,55,7483,6.53,6.57,4.09
6740,0.36,Ideal,G,VS2,62.3,54,579,4.59,4.62,2.87
5530,0.91,Very Good,H,VS2,63.1,59,3853,6.16,6.13,3.88
20482,1.5,Good,F,SI2,62.6,64,8820,7.25,7.19,4.52
40611,0.31,Ideal,I,SI1,62.1,53,498,4.34,4.36,2.7
31388,0.37,Ideal,D,VS2,61.1,54,763,4.63,4.66,2.84
18815,1.4,Very Good,I,VS2,59.2,60,7702,7.35,7.3,4.34
8780,1,Very Good,H,SI1,63.4,56,4469,6.37,6.34,4.03
40893,0.51,Premium,E,SI2,61.8,58,1177,5.08,5.11,3.15
27143,1.79,Premium,G,VS2,61.2,58,17358,7.9,7.82,4.81
7469,1.2,Premium,I,SI2,59,60,4234,6.99,6.95,4.11
7538,1.04,Very Good,F,SI2,62.8,55,4244,6.41,6.48,4.05
8837,1.02,Very Good,E,SI2,63.3,59,4478,6.42,6.32,4.03
2648,0.83,Ideal,E,SI1,62.7,57,3231,5.96,6.01,3.75
45358,0.67,Good,D,SI2,64.7,55,1664,5.5,5.54,3.57
6921,0.91,Premium,E,SI1,60.5,61,4138,6.23,6.19,3.76
1045,0.61,Ideal,E,VVS2,62.1,54.2,2907,5.43,5.45,3.38
38182,0.41,Premium,D,SI1,59.6,59,1015,4.85,4.82,2.88
51642,0.31,Good,G,VS2,63.1,58,544,4.3,4.35,2.73
27049,0.32,Premium,F,VS2,61.2,59,645,4.4,4.42,2.7
51696,0.7,Very Good,H,VS1,60.1,61,2400,5.74,5.81,3.47
45403,0.51,Good,D,VS2,63.5,56,1668,5.07,5.1,3.23
3727,0.3,Good,D,VS2,63.1,58,568,4.26,4.3,2.7
46342,0.5,Very Good,D,VS2,63.4,56,1758,5.1,5.05,3.22
51291,0.57,Ideal,F,VVS2,61.5,57,2360,5.36,5.31,3.28
42552,0.53,Very Good,E,SI1,63.3,56,1326,5.13,5.17,3.26
10649,1.01,Good,H,SI1,63.7,60,4836,6.35,6.3,4.03
36008,0.31,Ideal,F,IF,61.2,56,921,4.37,4.42,2.69
44172,0.53,Ideal,D,SI1,62,57,1566,5.19,5.23,3.23
38237,0.41,Very Good,D,VS1,62.3,59,1018,4.72,4.79,2.96
47536,0.51,Very Good,G,VVS1,63.2,59,1871,5.04,5.09,3.2
50742,0.71,Premium,F,SI1,60.4,58,2297,5.8,5.83,3.51
38357,0.33,Ideal,D,VVS2,60.9,57,1021,4.48,4.46,2.72
32275,0.3,Premium,G,VVS1,60.5,59,789,4.33,4.36,2.63
52968,0.24,Ideal,F,VVS2,62.6,57,552,3.93,3.96,2.47
40854,0.53,Premium,G,SI2,60.8,58,1173,5.21,5.19,3.16
50388,0.71,Good,G,SI1,62.3,56,2251,5.68,5.72,3.55
37935,0.26,Very Good,G,VVS2,62.6,56,486,4.1,4.13,2.57
22104,1.52,Very Good,I,VS2,61.7,55,10130,7.39,7.32,4.54
15460,1.21,Very Good,G,SI1,62.2,60,6190,6.71,6.73,4.18
9101,1.01,Premium,G,SI1,63,58,4525,6.35,6.29,3.98
42629,0.32,Ideal,H,VS2,61.3,55,505,4.4,4.44,2.71
32013,0.3,Ideal,D,VS2,61.8,55,778,4.35,4.32,2.68
46880,0.53,Premium,E,VS2,60.9,60,1813,5.22,5.16,3.16
24490,1.52,Ideal,H,VVS2,62.8,56,12764,7.32,7.3,4.59
43869,0.53,Ideal,H,VS1,62.3,54,1449,5.18,5.22,3.24
30891,0.42,Ideal,E,SI1,62.1,55,743,4.79,4.81,2.98
38790,0.31,Ideal,G,VVS1,60.7,57,1046,4.4,4.37,2.66
512,0.9,Good,I,SI1,63.8,57,2823,6.06,6.13,3.89
31452,0.34,Ideal,G,VS2,61.1,55,765,4.55,4.52,2.77
20311,1.06,Ideal,G,VVS2,61.4,57,8726,6.52,6.55,4.01
47707,0.58,Ideal,E,VS2,61.6,55,1884,5.33,5.38,3.3
16831,1.11,Ideal,G,VS2,62.2,55,6713,6.67,6.61,4.13
39560,0.32,Premium,G,VVS1,61.9,58,1080,4.39,4.36,2.71
24398,2.08,Very Good,J,SI1,62.6,58,12637,8.09,8.15,5.08
10807,1.31,Good,G,SI2,63.8,56,4864,7.03,6.89,4.44
53598,0.78,Ideal,F,SI1,62.4,54,2700,5.95,5.9,3.7
20835,1.01,Very Good,G,IF,61.1,56,9063,6.45,6.48,3.95
14985,1.01,Good,F,VS2,64.1,59,6037,6.16,6.23,3.97
51309,0.31,Premium,E,SI1,62.6,60,544,4.31,4.35,2.71
12818,1.01,Premium,F,SI1,62.2,59,5345,6.41,6.36,3.97
50346,0.7,Premium,H,VS1,60.5,58,2245,5.73,5.77,3.48
43735,0.51,Very Good,E,SI1,62.3,58,1438,5.05,5.12,3.17
28911,0.3,Premium,G,VVS2,62.6,58,684,4.27,4.29,2.68
53321,0.8,Very Good,F,SI2,61.5,56,2652,5.93,5.98,3.66
2856,0.8,Good,E,VS2,64.5,56,3273,5.8,5.86,3.76
50305,0.33,Very Good,F,SI1,61.2,58.1,544,4.48,4.51,2.75
22136,1.61,Premium,J,IF,62.1,58,10165,7.47,7.53,4.66
29467,0.32,Ideal,E,VS2,62,55,702,4.36,4.38,2.71
8619,1.01,Very Good,E,SI2,62,60,4445,6.36,6.41,3.96
44455,0.53,Very Good,F,VS2,62.7,57,1592,5.1,5.14,3.21
16225,1.05,Very Good,G,VS2,62.8,57,6486,6.45,6.49,4.06
44176,0.54,Ideal,E,VS2,61.8,55,1567,5.22,5.26,3.24
37105,0.38,Ideal,G,SI1,61.8,54,969,4.69,4.67,2.9
20011,0.3,Very Good,H,SI1,61.3,61,421,4.25,4.27,2.61
21410,1.5,Very Good,H,SI1,61.6,57,9523,7.26,7.35,4.5
17234,1.13,Ideal,G,VS2,62.7,56,6891,6.61,6.65,4.16
46858,0.51,Ideal,G,VVS2,60.1,56,1813,5.22,5.24,3.14
3127,0.9,Fair,F,SI1,65.3,61,3326,6,5.95,3.9
37518,0.41,Good,G,VVS1,61,61,986,4.77,4.8,2.92
37393,0.5,Ideal,I,SI1,62,55,982,5.09,5.14,3.17
32263,0.36,Ideal,F,VS1,61.9,56,789,4.56,4.59,2.83
21412,1.13,Premium,G,IF,61.2,59,9525,6.71,6.78,4.13
38528,0.34,Ideal,D,VS2,62.4,53,1033,4.52,4.49,2.81
1073,0.31,Premium,I,VS2,62.3,60,558,4.32,4.31,2.69
51275,0.72,Ideal,F,SI2,62,57,2359,5.72,5.76,3.56
8709,0.28,Ideal,H,VVS1,62,55,586,4.17,4.22,2.6
5670,1.29,Very Good,J,SI2,63.5,57,3884,6.89,6.87,4.37
35044,0.4,Good,F,VS1,63,62,883,4.65,4.68,2.94
42407,0.57,Premium,H,SI1,59.3,58,1309,5.46,5.4,3.22
13541,1.14,Ideal,G,SI1,62.2,56,5548,6.66,6.69,4.15
26066,2.11,Ideal,I,SI1,62,55,15282,8.23,8.18,5.09
2533,0.9,Premium,D,SI2,62.7,59,3205,6.2,6.14,3.87
51866,0.52,Ideal,D,VVS2,60.4,57,2426,5.25,5.28,3.18
493,0.6,Ideal,F,VVS2,62,55,2822,5.37,5.4,3.34
12985,1.25,Premium,J,VS2,62.2,59,5396,6.88,6.86,4.27
5928,0.92,Ideal,E,SI2,62.1,53,3941,6.25,6.22,3.87
52791,0.6,Ideal,H,VVS1,61,56,2568,5.44,5.47,3.33
25054,2.3,Premium,J,SI2,59.7,58,13560,8.63,8.68,5.17
30889,0.33,Premium,E,SI1,60.6,60,743,4.44,4.41,2.68
10279,1.21,Very Good,J,VS2,59.9,59,4754,6.86,6.92,4.13
42675,0.53,Premium,G,VS2,59.9,60,1335,5.24,5.28,3.15
34952,0.29,Very Good,G,VS2,61.9,55,471,4.25,4.28,2.64
41324,0.65,Ideal,J,SI1,61.9,54,1214,5.6,5.62,3.47
22790,1.62,Premium,H,SI1,61.3,60,10813,7.48,7.53,4.6
34522,0.33,Premium,H,IF,61.8,60,868,4.4,4.44,2.73
8140,0.97,Good,I,VS2,64.5,61,4355,6.16,6.21,3.99
46602,0.54,Ideal,D,SI1,62.1,56,1786,5.25,5.21,3.25
41659,0.58,Very Good,H,SI1,58.4,59,1239,5.48,5.51,3.21
37254,0.31,Ideal,F,VVS2,61.2,56,977,4.39,4.37,2.68
48824,0.7,Good,E,SI2,62.9,56,2028,5.63,5.66,3.55
43451,0.5,Very Good,E,SI1,63.3,58,1415,5.03,4.99,3.17
16991,1.01,Premium,E,VS2,62,59,6787,6.46,6.44,4
33707,0.3,Ideal,E,VVS1,62.6,54,838,4.3,4.33,2.7
21439,1.21,Premium,G,VVS2,58.5,58,9541,7.06,6.95,4.1
36786,0.34,Premium,E,VS2,60.9,60,956,4.51,4.49,2.74
3178,0.71,Very Good,E,VVS2,63.4,58,3340,5.64,5.69,3.59
45805,0.5,Premium,F,VS1,62,58,1710,5.03,5.1,3.14
47073,0.52,Ideal,D,VS2,61.9,57,1822,5.14,5.17,3.19
11602,1.08,Premium,G,SI1,59.4,60,5044,6.7,6.63,3.96
32530,0.35,Very Good,G,VVS2,62.8,58,798,4.44,4.48,2.8
49514,0.8,Ideal,H,SI2,62.4,57,2122,5.91,5.83,3.66
36368,0.39,Ideal,F,VS1,61.7,56.1,939,4.65,4.7,2.89
14924,1.5,Good,G,SI2,57.9,61,6006,7.52,7.48,4.35
22854,1.22,Ideal,G,VVS1,61.1,56,10888,6.91,6.94,4.23
48284,0.77,Fair,J,SI1,60.2,66,1956,5.97,5.81,3.55
27643,2.01,Very Good,H,VS2,60.7,56,18561,8.08,8.17,4.93
6335,1,Premium,H,SI2,61,57,4032,6.51,6.4,3.94
25252,1.69,Ideal,F,SI1,63,57,13872,7.62,7.55,4.78
23496,2.29,Very Good,H,SI2,63.4,57,11502,8.4,8.33,5.3
2643,0.81,Premium,F,SI1,61,59,3230,6.01,5.99,3.66
1059,0.31,Premium,I,VS2,59.8,60,558,4.42,4.38,2.63
2048,0.32,Very Good,E,SI1,61.6,56,561,4.39,4.41,2.71
51183,0.72,Ideal,I,VS2,62.1,58,2347,5.74,5.72,3.57
16423,1.21,Good,G,VVS2,63.8,55,6559,6.74,6.65,4.28
48980,0.34,Premium,H,VS2,62.6,60,537,4.42,4.46,2.78
15003,1,Ideal,E,VS2,62,55,6043,6.42,6.38,3.97
23570,1.63,Premium,G,SI1,59.9,60,11578,7.64,7.61,4.57
36055,0.31,Good,G,IF,63.9,58,924,4.27,4.3,2.74
35752,0.3,Ideal,D,VS2,62.9,56,911,4.28,4.24,2.68
11200,0.95,Ideal,H,SI1,61.9,56,4958,6.31,6.35,3.92
2986,0.7,Ideal,G,VS1,60.8,56,3300,5.73,5.8,3.51
44924,0.5,Ideal,F,VS2,61.4,57,1632,5.16,5.13,3.16
14571,1.04,Premium,H,VS1,59.7,59,5882,6.64,6.59,3.95
25783,2.01,Premium,I,SI1,60.1,59,14752,8.21,8.15,4.92
34555,0.52,Premium,F,I1,63,56,870,5.18,5.11,3.24
6147,0.9,Very Good,D,SI2,59.5,58,3989,6.28,6.33,3.75
45951,0.56,Very Good,D,SI1,59.9,60,1723,5.33,5.39,3.21
42067,0.62,Premium,E,SI2,60.7,58,1271,5.53,5.51,3.35
14816,1.07,Premium,G,VS1,59.6,58,5967,6.66,6.7,3.98
20010,1.55,Ideal,J,VS1,60.4,57,8548,7.52,7.54,4.55
46382,0.7,Very Good,I,SI1,62.8,59,1763,5.63,5.67,3.55
24694,0.41,Good,E,SI2,63.3,56,638,4.69,4.73,2.98
52289,0.58,Good,F,VVS2,62.2,61,2494,5.37,5.44,3.36
4317,0.9,Good,E,SI2,63.7,63,3595,6.05,6.1,3.87
44577,0.53,Very Good,G,VS1,61.9,57,1607,5.19,5.22,3.22
44206,0.61,Ideal,J,VS1,61.1,56,1569,5.44,5.49,3.33
40522,0.51,Good,D,SI2,64.2,56,1146,5.02,5.05,3.23
33248,0.36,Very Good,F,VS1,60.1,59,825,4.62,4.66,2.78
36791,0.34,Premium,E,VS2,61,59,956,4.51,4.48,2.74
7190,1.01,Very Good,F,SI2,62.4,58,4187,6.37,6.42,3.99
19734,1.52,Premium,G,SI2,60.9,57,8299,7.5,7.44,4.55
43718,0.51,Very Good,D,SI1,59.1,63,1437,5.27,5.15,3.08
25985,1.62,Premium,G,VS1,59.4,58,15188,7.74,7.68,4.58
28192,0.4,Good,E,SI2,63.2,57,666,4.66,4.68,2.95
36596,0.3,Ideal,F,IF,62,56,947,4.3,4.34,2.68
49001,0.73,Fair,G,SI2,64.7,60,2050,5.68,5.64,3.66
1638,0.7,Very Good,G,VS1,60.1,60,3017,5.73,5.76,3.45
6079,1.09,Premium,I,SI1,61.9,58,3968,6.65,6.58,4.1
28854,0.41,Very Good,H,SI1,61.4,60,683,4.73,4.78,2.92
4559,0.9,Ideal,H,SI1,61.5,57,3644,6.17,6.23,3.81
41187,0.39,Ideal,G,IF,61.6,56,1201,4.69,4.73,2.9
22117,1.52,Very Good,H,SI1,62.5,58,10145,7.28,7.34,4.57
22139,1.2,Very Good,F,VVS2,63.8,58,10173,6.67,6.69,4.26
3290,0.82,Ideal,H,VS1,61.5,56,3364,6,6.04,3.7
48814,0.7,Good,E,SI2,59.9,57,2026,5.75,5.8,3.46
29338,0.31,Premium,H,VS1,62.4,58,698,4.34,4.28,2.69
27445,2.01,Good,G,SI1,60.8,61,18077,7.99,8.09,4.89
3873,0.9,Very Good,H,SI2,62.3,61,3481,6.15,6.17,3.84
23950,2.01,Very Good,J,SI1,62.2,59,12084,7.93,8.01,4.96
14181,0.81,Ideal,E,VVS1,62.5,54,5752,5.95,5.98,3.73
3844,0.78,Premium,D,VS2,63,58,3473,5.86,5.8,3.67
53518,0.71,Premium,F,VS2,62.4,59,2686,5.71,5.66,3.55
20614,1.01,Very Good,E,VVS2,63.3,58,8912,6.39,6.31,4.02
18668,1.02,Ideal,F,VS2,62.6,57,7632,6.4,6.47,4.03
14859,1.22,Ideal,H,SI1,61.9,56,5985,6.86,6.83,4.24
8919,1.07,Fair,E,SI2,62.2,66,4496,6.57,6.48,4.06
35757,0.33,Very Good,F,VVS1,62,56,912,4.43,4.46,2.75
33906,0.3,Premium,E,VS2,62,58,844,4.29,4.26,2.65
3557,0.92,Very Good,H,SI2,62.8,59,3417,6.14,6.16,3.86
16928,1.11,Ideal,I,VS1,61.2,57,6758,6.67,6.7,4.09
17943,1.21,Ideal,H,VS2,61.9,55,7250,6.86,6.8,4.23
36372,0.33,Ideal,D,VS2,60.9,56,940,4.49,4.51,2.74
13813,1.01,Good,E,SI1,58.1,59,5627,6.57,6.65,3.84
37638,0.4,Premium,D,SI1,61.7,58,990,4.74,4.7,2.91
45994,0.5,Ideal,E,VS1,62.2,57,1724,5.13,5.1,3.18
315,0.76,Fair,G,VS1,59,70,2800,5.89,5.8,3.46
45770,0.54,Very Good,E,VS2,61.2,58,1707,5.21,5.28,3.21
17402,1.22,Premium,D,SI2,61.9,60,6969,6.88,6.82,4.24
1539,0.9,Ideal,I,SI2,62,56,3001,6.16,6.2,3.83
44469,0.51,Premium,E,SI1,61.5,58,1593,5.14,5.11,3.15
11785,1.13,Very Good,E,SI1,60.8,58,5086,6.71,6.77,4.1
6069,0.8,Premium,E,VS1,61.7,58,3967,5.98,5.95,3.68
1794,0.77,Ideal,F,VS2,61.2,57,3052,5.93,5.97,3.64
46063,0.7,Very Good,J,SI1,63,56,1735,5.61,5.66,3.55
10422,1.22,Good,H,SI2,61.5,64,4782,6.93,6.87,4.25
38554,0.39,Ideal,E,VVS2,61.9,55,1034,4.7,4.74,2.92
1809,1.01,Premium,H,SI2,61.1,60,3054,6.46,6.41,3.93
27720,0.32,Premium,I,VS1,61,60,648,4.47,4.42,2.71
20002,1.23,Ideal,H,VS2,61.5,57,8541,6.92,6.87,4.24
11466,1.09,Good,H,SI1,63.6,56,5010,6.56,6.53,4.16
5596,1.01,Fair,H,SI1,65.3,61,3869,6.23,6.18,4.05
40439,0.52,Good,D,SI2,61.8,58,1138,5.17,5.21,3.21
464,0.7,Premium,E,VS2,59.3,60,2818,5.78,5.73,3.41
46570,0.5,Very Good,G,VVS2,61.6,58,1784,5.07,5.09,3.13
20013,0.32,Premium,G,SI2,61.6,59,421,4.35,4.38,2.69
18821,1.03,Ideal,G,VVS1,61.7,56,7708,6.45,6.56,4
6013,1.09,Premium,D,SI2,61.9,61,3961,6.58,6.54,4.06
7906,1.06,Ideal,I,SI1,62.2,56,4313,6.49,6.53,4.05
27568,2.01,Good,G,SI1,60.1,61,18374,8.04,8.12,4.86
49973,0.29,Very Good,H,VVS2,61.7,55,541,4.27,4.3,2.64
19829,1.51,Ideal,I,SI1,59.4,61,8396,7.52,7.46,4.45
40613,0.27,Good,F,VVS1,61.7,61,498,4.1,4.14,2.54
10138,1,Good,H,VS2,63.6,61,4722,6.25,6.21,3.96
16947,0.97,Premium,F,VVS2,58.1,60,6768,6.53,6.49,3.78
43350,0.51,Premium,D,SI2,59.5,61,1406,5.19,5.16,3.08
29939,0.34,Very Good,E,SI1,63.5,55,714,4.47,4.44,2.83
46934,0.52,Ideal,E,VS2,61.1,55,1815,5.27,5.2,3.2
29238,0.43,Good,I,VS2,58,57,696,4.96,5.01,2.89
3615,1.05,Ideal,I,VS2,62.2,56,3428,6.52,6.5,4.05
13913,1.06,Very Good,H,SI1,59.3,59,5664,6.66,6.7,3.96
24210,1.72,Very Good,I,VVS2,62.7,58,12396,7.54,7.6,4.75
5495,1.02,Good,D,SI2,58.9,65,3842,6.59,6.54,3.87
229,0.75,Premium,F,SI1,61.4,59,2782,5.88,5.85,3.6
21841,1.7,Premium,J,VS2,61,59,9901,7.66,7.62,4.66
48317,0.28,Very Good,F,VS1,62.3,52,536,4.2,4.26,2.62
722,0.26,Ideal,E,VS1,62.1,56,556,4.09,4.12,2.55
23009,1.55,Ideal,I,VS1,61.9,55,11067,7.46,7.43,4.61
34236,0.4,Premium,D,SI2,61.1,58,855,4.76,4.73,2.9
33030,0.3,Ideal,D,VVS2,62.1,57,814,4.27,4.3,2.66
39918,0.42,Very Good,E,VS1,62.1,55,1105,4.81,4.85,3
8778,1.04,Ideal,J,SI1,62,53,4469,6.51,6.55,4.05
31262,0.32,Very Good,I,VS2,61.1,57,449,4.39,4.42,2.69
2305,0.78,Good,F,VS1,64,54,3163,5.86,5.82,3.74
21532,1.17,Ideal,G,VVS2,61.6,56,9630,6.77,6.83,4.18
36396,0.53,Good,I,SI2,63.6,58,942,5.08,5.11,3.24
43890,0.54,Ideal,H,VS1,61.2,55,1454,5.25,5.31,3.23
33149,0.31,Very Good,G,VVS1,62.1,59,816,4.32,4.35,2.69
9450,1,Very Good,D,SI2,62.8,58,4595,6.29,6.39,3.98
29821,0.3,Premium,D,SI1,61.7,60,709,4.28,4.25,2.63
31423,0.4,Ideal,F,SI2,61.5,56,764,4.75,4.78,2.93
1099,1,Fair,H,SI2,67,55,2912,6.25,6.12,4.16
4965,0.9,Good,G,SI1,63.7,58,3734,6.09,6.12,3.89
50745,0.72,Ideal,G,SI2,61.4,56,2297,5.76,5.83,3.56
14829,1.01,Very Good,E,SI1,63.1,57,5973,6.4,6.37,4.03
28856,0.41,Premium,E,SI2,62.1,58,683,4.73,4.77,2.95
51874,0.7,Good,H,VVS2,63.7,54,2427,5.72,5.62,3.61
38914,0.33,Ideal,G,IF,62.2,56,1052,4.45,4.43,2.76
48165,0.57,Ideal,E,VS1,62.1,53,1942,5.36,5.41,3.34
9645,1,Very Good,I,VS1,63.3,55,4641,6.39,6.34,4.03
29960,0.35,Ideal,J,VS2,61.4,55,446,4.55,4.57,2.8
9570,0.9,Premium,E,VS2,63,58,4625,6.16,6.13,3.87
19052,1.06,Ideal,G,VVS2,62.9,56,7836,6.6,6.56,4.14
15416,1.05,Premium,D,SI1,59.3,58,6174,6.74,6.68,3.98
35376,0.41,Ideal,G,VS1,62.4,57,899,4.7,4.75,2.95
17242,1.6,Premium,F,SI2,61.8,57,6899,7.51,7.46,4.63
39047,0.41,Very Good,E,VVS1,60,61,1057,4.78,4.86,2.89
8546,1.01,Very Good,H,SI1,61.8,61,4432,6.4,6.47,3.98
51933,0.74,Ideal,I,VS1,62.1,56,2440,5.75,5.82,3.59
36230,0.38,Ideal,F,VS1,62.4,54,933,4.64,4.68,2.91
2616,0.82,Premium,I,IF,61.2,60,3224,6.03,5.99,3.68
35586,0.35,Ideal,D,VS2,60.5,56,907,4.63,4.6,2.79
5213,1,Premium,J,SI1,60.8,58,3780,6.44,6.39,3.9
47566,0.51,Very Good,G,VVS2,61.5,56,1875,5.12,5.15,3.16
11592,1.11,Very Good,D,SI2,61.3,60,5042,6.54,6.6,4.03
5204,1.04,Premium,D,SI2,58.3,58,3780,6.67,6.63,3.88
18854,1.5,Very Good,E,SI2,63.3,57,7728,7.28,7.23,4.59
