,carat,cut,color,clarity,depth,table,price,x,y,z,set
39448,0.53,Ideal,H,SI1,62.6,56,1077,5.28,5.1,3.25,1
39449,0.5,Good,E,SI2,63.3,56,1077,5.05,5.09,3.21,1
39450,0.5,Very Good,E,SI2,61.5,58,1077,5.03,5.09,3.11,1
39451,0.5,Very Good,E,SI2,62.8,55,1077,5.05,5.08,3.18,1
39452,0.5,Good,E,SI2,63.7,55,1077,5.03,5.08,3.22,1
39454,0.5,Good,E,SI2,63.1,58,1077,5.05,5.09,3.2,1
39455,0.57,Ideal,H,SI2,62.3,56,1077,5.31,5.28,3.3,1
39456,0.33,Ideal,D,VS1,61,56,1077,4.47,4.45,2.72,1
39457,0.39,Ideal,G,VS1,62.6,55,1077,4.69,4.66,2.93,1
39459,0.47,Very Good,D,SI2,61.5,55,1078,5,5.04,3.09,1
39462,0.53,Ideal,F,SI2,62.4,54,1078,5.19,5.22,3.25,1
39463,0.53,Ideal,F,SI2,62.2,53,1078,5.19,5.22,3.24,1
39464,0.5,Premium,G,SI2,58.6,61,1078,5.21,5.16,3.04,1
39466,0.53,Very Good,G,SI2,63.4,55,1079,5.1,5.19,3.26,1
39467,0.53,Very Good,G,SI2,60,56,1079,5.28,5.32,3.18,1
39468,0.54,Very Good,I,SI1,61.3,60,1079,5.2,5.24,3.2,1
39469,0.41,Ideal,E,VS1,61.8,57,1079,4.76,4.79,2.95,1
39470,0.41,Ideal,E,VS1,61.4,57,1079,4.79,4.82,2.95,1
39471,0.41,Premium,E,VS1,60,58,1079,4.8,4.83,2.89,1
39472,0.41,Premium,E,VS1,61.8,58,1079,4.73,4.75,2.93,1
39473,0.41,Very Good,E,VS1,62.8,58,1079,4.7,4.72,2.96,1
39475,0.41,Ideal,E,VS1,62.1,55,1079,4.77,4.8,2.97,1
39476,0.41,Premium,E,VS1,62,60,1079,4.74,4.78,2.95,1
39477,0.41,Ideal,E,VS1,61.8,55,1079,4.75,4.8,2.95,1
39478,0.41,Premium,E,VS1,60.8,59,1079,4.76,4.82,2.91,1
39480,0.41,Premium,E,VS1,60.6,59,1079,4.77,4.8,2.9,1
39481,0.41,Ideal,E,VS1,62,54,1079,4.76,4.79,2.96,1
39483,0.41,Ideal,E,VS1,62.7,57,1079,4.72,4.76,2.97,1
39484,0.41,Ideal,E,VS1,61.7,57,1079,4.76,4.8,2.95,1
39485,0.41,Premium,E,VS1,59.9,58,1079,4.83,4.88,2.91,1
39486,0.41,Ideal,E,VS1,62.1,55,1079,4.75,4.78,2.96,1
39487,0.41,Very Good,E,VS1,59.8,61,1079,4.79,4.85,2.88,1
39488,0.41,Ideal,E,VS1,62.7,55,1079,4.72,4.76,2.97,1
39490,0.41,Very Good,E,VS1,62,57,1079,4.74,4.77,2.95,1
39491,0.41,Premium,E,VS1,62.3,59,1079,4.74,4.76,2.96,1
39492,0.41,Premium,E,VS1,60.7,58,1079,4.79,4.83,2.92,1
39493,0.41,Ideal,E,VS1,60.9,57,1079,4.76,4.79,2.91,1
39494,0.41,Ideal,E,VS1,62.3,57,1079,4.74,4.77,2.96,1
39495,0.41,Ideal,E,VS1,62,55,1079,4.74,4.77,2.95,1
39496,0.41,Ideal,E,VS1,62.1,56,1079,4.75,4.78,2.96,1
39498,0.41,Premium,E,VS1,61.9,59,1079,4.77,4.8,2.96,1
39501,0.33,Ideal,E,IF,60.8,57,1079,4.44,4.47,2.71,1
39502,0.48,Very Good,J,SI2,62.3,63,1080,5.02,4.96,3.11,1
39503,0.36,Ideal,G,VVS1,60.9,57,1080,4.63,4.57,2.8,1
39505,0.51,Ideal,J,VS2,62.5,57,1080,5.04,5.08,3.16,1
39507,0.5,Ideal,F,SI2,61.7,55,1080,5.13,5.15,3.17,1
39508,0.4,Good,D,VVS2,60.8,62,1080,4.74,4.77,2.89,1
39509,0.4,Good,F,VVS1,60.6,62,1080,4.71,4.73,2.86,1
39510,0.32,Ideal,F,IF,62.2,55,1080,4.4,4.38,2.73,1
39511,0.32,Ideal,E,VVS2,62.3,56,1080,4.4,4.37,2.73,1
39513,0.32,Ideal,E,VVS2,62.3,56,1080,4.4,4.37,2.73,1
39514,0.32,Premium,E,VVS2,59.9,58,1080,4.5,4.45,2.68,1
39515,0.32,Ideal,E,VVS2,61.5,57,1080,4.41,4.4,2.71,1
39516,0.32,Ideal,E,VVS2,61.6,57,1080,4.43,4.4,2.72,1
39517,0.32,Ideal,E,VVS2,60.8,57,1080,4.46,4.42,2.7,1
39518,0.32,Premium,E,VVS2,61.5,58,1080,4.42,4.36,2.7,1
39519,0.32,Premium,E,VVS2,61.1,58,1080,4.45,4.42,2.71,1
39520,0.36,Premium,E,VS2,62,57,1080,4.57,4.52,2.82,1
39521,0.51,Premium,J,VS2,61.9,61,1080,5.12,5.09,3.16,1
39522,0.51,Very Good,J,VS2,63.1,56,1080,5.13,5.1,3.23,1
39523,0.51,Ideal,I,SI1,62.2,56,1080,5.12,5.08,3.17,1
39525,0.4,Premium,I,VVS1,60.8,58,1080,4.78,4.76,2.9,1
39526,0.4,Premium,I,VVS1,59.5,59,1080,4.79,4.76,2.84,1
39527,0.4,Ideal,I,VVS1,60.5,57,1080,4.79,4.76,2.89,1
39528,0.4,Very Good,I,VVS1,63.5,57,1080,4.68,4.65,2.96,1
39529,0.4,Premium,I,VVS1,62.7,59,1080,4.71,4.67,2.94,1
39530,0.4,Very Good,I,VVS1,63.3,57,1080,4.71,4.67,2.97,1
39531,0.4,Premium,I,VVS1,61.5,58,1080,4.76,4.7,2.91,1
39532,0.4,Good,I,VVS1,63.9,56,1080,4.68,4.64,2.98,1
39533,0.4,Premium,F,VS2,60.7,60,1080,4.8,4.75,2.9,1
39535,0.4,Ideal,F,VS2,60.6,55,1080,4.82,4.78,2.91,1
39536,0.4,Premium,F,VS2,59.3,59,1080,4.83,4.79,2.85,1
39537,0.4,Premium,F,VS2,59.7,58,1080,4.83,4.79,2.87,1
39538,0.4,Ideal,F,VS2,62.7,56,1080,4.77,4.73,2.98,1
39539,0.4,Premium,F,VS2,61,58,1080,4.79,4.72,2.9,1
39540,0.4,Premium,F,VS2,62.1,58,1080,4.76,4.71,2.94,1
39541,0.4,Ideal,F,VS2,62.9,57,1080,4.72,4.69,2.96,1
39542,0.4,Premium,F,VS2,61,59,1080,4.76,4.71,2.89,1
39543,0.4,Premium,F,VS2,62.6,58,1080,4.72,4.68,2.94,1
39544,0.4,Ideal,F,VS2,62,57,1080,4.74,4.68,2.92,1
39545,0.32,Ideal,H,IF,60.9,56,1080,4.42,4.41,2.69,1
39546,0.32,Premium,H,IF,61.2,58,1080,4.39,4.37,2.68,1
39547,0.32,Premium,G,VVS1,58.1,59,1080,4.53,4.49,2.62,1
39548,0.32,Ideal,G,VVS1,61.1,53,1080,4.44,4.4,2.7,1
39549,0.32,Ideal,G,VVS1,61.1,57,1080,4.43,4.41,2.7,1
39550,0.32,Ideal,G,VVS1,61.4,55,1080,4.44,4.42,2.72,1
39551,0.32,Ideal,G,VVS1,60.2,56,1080,4.49,4.45,2.69,1
39552,0.32,Ideal,G,VVS1,62.4,55,1080,4.38,4.37,2.73,1
39553,0.32,Premium,G,VVS1,60.9,61,1080,4.4,4.37,2.67,1
39554,0.32,Ideal,G,VVS1,60.8,56,1080,4.44,4.37,2.68,1
39555,0.32,Ideal,G,VVS1,62.2,55,1080,4.4,4.38,2.73,1
39556,0.32,Premium,G,VVS1,62.6,58,1080,4.41,4.38,2.75,1
39557,0.32,Ideal,G,VVS1,62,57,1080,4.42,4.38,2.73,1
39559,0.32,Ideal,G,VVS1,62.4,56,1080,4.39,4.36,2.73,1
39561,0.45,Fair,F,VS2,64.3,59,1080,4.8,4.75,3.07,1
39562,0.36,Ideal,E,VS2,60.2,56,1080,4.65,4.62,2.79,1
39563,0.36,Premium,F,VS1,61.8,58,1080,4.56,4.53,2.81,1
39564,0.4,Premium,G,VS1,62.2,55,1080,4.83,4.69,2.96,1
39565,0.32,Premium,F,IF,59.3,58,1080,4.47,4.44,2.62,1
39566,0.64,Good,E,SI2,56.6,59,1080,5.77,5.74,3.26,1
39568,0.44,Ideal,E,VS1,61.5,56,1081,4.9,4.92,3.02,1
39570,0.44,Ideal,G,VVS2,61.8,56,1081,4.9,4.94,3.04,1
39571,0.44,Ideal,D,VS2,60.4,56,1081,4.91,4.95,2.98,1
39572,0.44,Premium,F,VS1,61.9,59,1081,4.84,4.88,3.01,1
39573,0.44,Premium,G,VVS2,61.3,60,1081,4.88,4.94,3.01,1
39574,0.55,Premium,G,SI2,60.3,58,1081,5.33,5.35,3.22,1
39575,0.46,Very Good,E,VS2,61.3,57,1081,4.99,5.02,3.07,1
39576,0.42,Ideal,I,VS2,61.4,56,1081,4.83,4.85,2.97,1
39577,0.42,Ideal,I,VS2,62.1,56,1081,4.78,4.85,2.99,1
39578,0.31,Ideal,H,IF,60.8,56,1081,4.42,4.4,2.68,1
39579,0.41,Ideal,E,VVS2,62.5,57,1082,4.76,4.71,2.96,1
39580,0.41,Premium,D,VS1,60.6,59,1082,4.84,4.8,2.92,1
39581,0.5,Ideal,J,VS1,62.5,57,1082,5.06,5.09,3.17,1
39582,0.39,Good,E,VS1,57.8,58,1082,4.86,4.9,2.82,1
39583,0.37,Ideal,E,VVS2,62.2,56,1082,4.63,4.6,2.87,1
39584,0.37,Premium,G,VVS2,59.1,60,1082,4.71,4.69,2.78,1
39585,0.37,Ideal,E,VVS2,61.8,54,1082,4.63,4.6,2.85,1
39587,0.37,Premium,E,VVS2,60.9,59,1082,4.65,4.61,2.82,1
39588,0.42,Ideal,F,VS1,61.6,56,1082,4.82,4.8,2.96,1
39589,0.38,Very Good,E,VS1,58.1,59,1083,4.78,4.82,2.79,1
39592,0.41,Ideal,G,VVS1,62.1,54,1084,4.79,4.84,2.99,1
39593,0.55,Ideal,H,SI1,62.2,54,1084,5.24,5.28,3.27,1
39595,0.4,Ideal,G,SI1,61.3,55,1084,4.72,4.81,2.92,1
39596,0.34,Premium,E,VVS1,61.7,58,1084,4.48,4.43,2.75,1
39598,0.34,Ideal,E,VVS1,62.3,56,1084,4.48,4.45,2.78,1
39599,0.34,Ideal,E,VVS1,61.9,56,1084,4.51,4.47,2.78,1
39600,0.34,Ideal,E,VVS1,62,56,1084,4.52,4.48,2.79,1
39601,0.3,Ideal,I,VS1,61,58,491,4.3,4.33,2.63,1
39602,0.3,Ideal,I,VS1,62.4,54,491,4.3,4.32,2.69,1
39603,0.35,Ideal,I,SI1,62.2,54,491,4.52,4.55,2.82,1
39604,0.31,Ideal,H,SI1,62,53.9,491,4.35,4.39,2.7,1
39605,0.32,Ideal,F,SI1,61.9,55,491,4.38,4.41,2.72,1
39606,0.32,Ideal,F,SI1,61.3,55,491,4.44,4.47,2.73,1
39607,0.26,Premium,H,VS1,62.3,59,491,4.1,4.06,2.54,1
39608,0.26,Premium,G,VS1,61.3,60,491,4.12,4.07,2.51,1
39609,0.35,Very Good,H,SI1,60,61,491,4.57,4.6,2.75,1
39612,0.35,Ideal,H,SI1,62.3,57,491,4.5,4.55,2.82,1
39614,0.35,Ideal,I,VS2,62.5,57,491,4.5,4.53,2.82,1
39615,0.3,Ideal,G,VS2,60.8,57,491,4.33,4.38,2.65,1
39616,0.35,Good,E,SI2,63.9,55,491,4.48,4.5,2.87,1
39617,0.35,Premium,E,SI2,61,58,491,4.52,4.56,2.77,1
39620,0.3,Very Good,G,VS2,59.3,59,491,4.38,4.42,2.61,1
39621,0.35,Premium,E,SI2,61.5,59,491,4.52,4.56,2.79,1
39622,0.3,Very Good,G,VS2,62.6,62,491,4.21,4.25,2.65,1
39623,0.35,Very Good,I,VS2,62.9,57,491,4.5,4.53,2.84,1
39624,0.4,Good,F,I1,63.3,60.4,491,4.64,4.68,2.95,1
39625,0.3,Very Good,G,VS2,61.1,62,491,4.28,4.33,2.63,1
39627,0.3,Ideal,J,VS2,61.9,56,491,4.3,4.33,2.67,1
39628,0.35,Ideal,E,SI2,61.4,56,491,4.51,4.55,2.78,1
39629,0.35,Very Good,H,SI1,61,62,491,4.52,4.56,2.77,1
39630,0.35,Good,H,SI1,63.1,58,491,4.46,4.51,2.83,1
39632,0.34,Ideal,E,VVS1,62.2,56,1084,4.46,4.44,2.77,1
39633,0.34,Ideal,G,IF,61.9,57,1084,4.48,4.47,2.77,1
39634,0.34,Ideal,G,IF,61.7,55,1084,4.5,4.48,2.77,1
39635,0.34,Ideal,G,IF,61.6,56,1084,4.51,4.48,2.77,1
39637,0.34,Ideal,G,IF,61.9,54,1084,4.49,4.46,2.77,1
39638,0.34,Premium,G,IF,62.3,59,1084,4.49,4.46,2.79,1
39640,0.49,Premium,E,SI1,61.5,58,1084,5.08,5.06,3.12,1
39641,0.51,Premium,I,SI1,61.3,58,1084,5.16,5.11,3.15,1
39642,0.41,Ideal,E,VVS2,62.3,58,1085,4.73,4.78,2.96,1
39643,0.4,Ideal,F,VVS2,62,56,1085,4.76,4.73,2.94,1
39644,0.3,Premium,F,IF,61.6,58,1085,4.34,4.3,2.66,1
39645,0.41,Ideal,F,VS2,62.4,58,1085,4.77,4.75,2.97,1
39647,0.47,Fair,G,SI1,58.4,60,1086,5.16,5.12,3,1
39648,0.47,Very Good,F,SI1,63.3,60,1086,4.98,4.94,3.14,1
39649,0.38,Very Good,F,VVS1,61.7,56,1087,4.63,4.66,2.86,1
39650,0.55,Very Good,I,SI2,61.5,60,1087,5.23,5.25,3.22,1
39651,0.5,Very Good,I,SI1,63.2,57,1087,5.07,5.09,3.21,1
39652,0.4,Ideal,G,VS1,61.4,55,1087,4.77,4.78,2.93,1
39653,0.37,Ideal,E,VS1,61.4,55,1087,4.62,4.66,2.85,1
39654,0.42,Premium,G,VS2,59.8,58,1087,4.9,4.86,2.92,1
39655,0.42,Premium,H,VS1,61.2,60,1087,4.84,4.77,2.94,1
39657,0.42,Ideal,H,VS1,62,57,1087,4.82,4.8,2.98,1
39658,0.42,Premium,H,VS1,61.7,59,1087,4.83,4.76,2.96,1
39659,0.42,Ideal,H,VS1,62.4,57,1087,4.79,4.76,2.98,1
39660,0.42,Premium,G,VS2,59.5,59,1087,4.89,4.83,2.89,1
39663,0.42,Ideal,G,VS2,60.8,57,1087,4.85,4.82,2.94,1
39664,0.42,Premium,G,VS2,60.6,58,1087,4.88,4.83,2.94,1
39665,0.42,Premium,G,VS2,60.1,61,1087,4.84,4.81,2.9,1
39666,0.42,Premium,G,VS2,60.1,61,1087,4.86,4.79,2.9,1
39667,0.42,Ideal,G,VS2,62.2,54,1087,4.82,4.8,2.99,1
39668,0.42,Ideal,G,VS2,62.2,56,1087,4.82,4.8,2.99,1
39669,0.42,Ideal,G,VS2,61.7,57,1087,4.83,4.8,2.97,1
39670,0.42,Ideal,G,VS2,61.2,56,1087,4.84,4.8,2.95,1
39671,0.42,Premium,G,VS2,61.9,58,1087,4.82,4.77,2.97,1
39672,0.42,Ideal,G,VS2,62.4,54,1087,4.83,4.78,3,1
39673,0.42,Premium,G,VS2,60.6,59,1087,4.85,4.78,2.92,1
39674,0.42,Ideal,G,VS2,62.1,56,1087,4.84,4.79,2.99,1
39675,0.42,Premium,G,VS2,62,58,1087,4.81,4.77,2.97,1
39676,0.42,Premium,G,VS2,62.6,57,1087,4.8,4.76,2.99,1
39677,0.41,Ideal,E,VS2,62.2,56,1087,4.8,4.75,2.97,1
39679,0.7,Fair,F,I1,66.2,59,1087,5.59,5.4,3.65,1
39681,0.47,Premium,E,SI1,60.2,61,1087,5.05,4.96,3.02,1
39683,0.39,Ideal,D,VVS2,60,56,1088,4.79,4.77,2.87,1
39684,0.52,Very Good,I,SI1,62.4,55,1088,5.1,5.12,3.19,1
39685,0.4,Ideal,F,VVS2,61.7,56,1088,4.72,4.74,2.92,1
39688,0.4,Premium,F,VVS2,62.2,59,1088,4.65,4.7,2.91,1
39689,0.4,Ideal,F,VVS2,61.7,55,1088,4.74,4.76,2.93,1
39690,0.4,Premium,F,VVS2,60.8,59,1088,4.72,4.76,2.88,1
39693,0.4,Ideal,F,VVS2,62.4,56,1088,4.72,4.74,2.95,1
39694,0.4,Very Good,F,VVS2,62.8,57,1088,4.66,4.73,2.95,1
39695,0.52,Premium,E,SI2,61.1,57,1088,5.23,5.12,3.16,1
39696,0.4,Good,E,VVS1,59.4,61,1088,4.8,4.83,2.86,1
39698,0.42,Good,F,VS1,59.9,65,1088,4.83,4.89,2.91,1
39699,0.4,Ideal,H,VVS1,62.3,54,1088,4.77,4.74,2.96,1
39700,0.4,Ideal,H,VVS1,61.4,57,1088,4.81,4.74,2.93,1
39701,0.4,Premium,H,VVS1,61.8,58,1088,4.72,4.69,2.91,1
39702,0.4,Ideal,H,VVS1,62.2,55,1088,4.75,4.7,2.94,1
39703,0.4,Ideal,H,VVS1,62,54,1088,4.76,4.72,2.94,1
39705,0.4,Very Good,F,VS1,62.2,57.6,1089,4.74,4.76,2.96,1
39706,0.5,Very Good,H,SI1,63.5,56,1089,5.01,5.04,3.19,1
39707,0.46,Good,I,VVS1,63.5,57,1089,4.85,4.91,3.1,1
39709,0.58,Ideal,J,SI1,61.5,55,1089,5.36,5.4,3.31,1
39711,0.44,Premium,D,SI1,61.9,59,1089,4.9,4.86,3.02,1
39712,0.55,Good,I,SI1,57.7,61,1089,5.37,5.34,3.09,1
39713,0.44,Ideal,H,VS1,61.3,57,1089,4.98,4.91,3.03,1
39714,0.41,Fair,D,VVS2,64.5,57,1089,4.68,4.65,3.01,1
39715,0.44,Very Good,E,VS1,59.7,59,1090,4.94,5.01,2.97,1
39716,0.5,Good,E,SI1,64,56,1090,5.03,4.97,3.2,1
39717,0.5,Very Good,E,SI1,62.4,58,1090,5.06,5.01,3.14,1
39718,0.5,Good,E,SI1,64.2,59,1090,5.03,4.97,3.21,1
39719,0.51,Very Good,F,SI2,58.9,60,1090,5.19,5.24,3.07,1
39720,0.51,Very Good,H,SI1,63,57,1090,5.11,5.14,3.23,1
39721,0.54,Premium,G,SI2,61.4,59,1090,5.21,5.24,3.21,1
39722,0.52,Ideal,G,SI2,61.6,55,1090,5.16,5.19,3.19,1
39725,0.58,Very Good,J,VS2,62.8,57,1090,5.28,5.33,3.33,1
39726,0.4,Ideal,E,VVS2,62.3,54,1090,4.74,4.76,2.96,1
39727,0.4,Ideal,E,VS2,62.2,55,1090,4.71,4.77,2.95,1
39728,0.56,Very Good,G,SI2,62.8,58,1091,5.19,5.23,3.27,1
39730,0.35,Ideal,E,VS1,61.9,56,1091,4.55,4.53,2.81,1
39731,0.45,Premium,E,SI1,62.8,58,1091,4.88,4.84,3.05,1
39732,0.5,Premium,H,SI1,58.7,59,1091,5.15,5.11,3.01,1
39733,0.53,Very Good,G,SI2,60.9,55,1092,5.26,5.29,3.21,1
39734,0.39,Very Good,D,VVS1,63,60,1092,4.61,4.63,2.91,1
39735,0.4,Ideal,E,VS2,61.6,57,1092,4.73,4.75,2.92,1
39736,0.38,Ideal,D,VS1,62.4,54.1,1092,4.62,4.67,2.9,1
39737,0.38,Ideal,D,VS1,62.1,53.9,1092,4.65,4.67,2.9,1
39738,0.37,Ideal,F,IF,62,57,1092,4.59,4.62,2.85,1
39739,0.7,Fair,G,I1,68.6,59,1092,5.45,5.31,3.7,1
39740,0.35,Ideal,G,VVS2,61.2,55,1092,4.62,4.59,2.82,1
39741,0.52,Premium,G,SI1,58.6,62,1092,5.28,5.24,3.08,1
39743,0.43,Ideal,F,VVS2,61.4,56,1093,4.87,4.9,3,1
39745,0.53,Premium,J,VS2,62.7,56,1093,5.18,5.15,3.24,1
39746,0.53,Ideal,G,SI2,62.4,56,1093,5.18,5.14,3.22,1
39747,0.43,Ideal,G,VS2,62.4,56,1093,4.87,4.84,3.02,1
39748,0.5,Good,F,SI2,63.8,59,1094,5.02,4.95,3.18,1
39749,0.5,Ideal,F,SI2,60.9,57,1094,5.15,5.1,3.12,1
39750,0.5,Premium,H,SI1,62.3,59,1094,5.02,4.99,3.12,1
39751,0.3,Ideal,D,VVS1,62.1,56,1094,4.32,4.31,2.68,1
39752,0.43,Ideal,H,VVS1,62.3,54,1094,4.84,4.85,3.02,1
39753,0.5,Fair,H,SI1,64.9,54,1094,5.01,4.98,3.24,1
39754,0.42,Ideal,H,VVS1,61.9,54.2,1094,4.8,4.82,2.98,1
39755,0.56,Ideal,J,VS2,61.7,54,1094,5.31,5.36,3.29,1
39756,0.43,Ideal,E,VS1,63,55,1094,4.85,4.87,3.06,1
39757,0.36,Ideal,D,VS1,60.8,57,1094,4.59,4.62,2.8,1
39758,0.36,Ideal,D,VS1,61.7,55,1094,4.58,4.62,2.84,1
39759,0.51,Ideal,G,SI2,61.3,55,1094,5.17,5.19,3.17,1
39760,0.56,Ideal,I,SI1,62.1,54,1094,5.3,5.32,3.3,1
39761,0.53,Ideal,I,SI1,61.5,56,1094,5.21,5.23,3.21,1
39762,0.52,Ideal,I,SI1,61.8,54,1094,5.16,5.19,3.2,1
39763,0.36,Premium,D,VS2,60.5,58,1094,4.63,4.6,2.79,1
39764,0.36,Ideal,E,VS1,62,56,1094,4.59,4.57,2.84,1
39765,0.36,Premium,E,VS1,61.3,58,1094,4.58,4.56,2.8,1
39766,0.36,Ideal,E,VS1,61.8,56,1094,4.6,4.56,2.83,1
39767,0.36,Ideal,E,VS1,62.4,55,1094,4.61,4.59,2.87,1
39769,0.36,Ideal,E,VS1,61.7,56,1094,4.58,4.56,2.82,1
39770,0.36,Premium,E,VS1,60.4,58,1094,4.67,4.64,2.81,1
39771,0.36,Ideal,D,VS2,61.8,56,1094,4.6,4.56,2.83,1
39772,0.36,Ideal,D,VS2,61,56,1094,4.63,4.59,2.81,1
39773,0.5,Very Good,F,SI2,63.5,58,1094,5.03,4.98,3.18,1
39774,0.5,Premium,F,SI2,62.2,54,1094,5.14,5.08,3.18,1
39775,0.36,Premium,D,VS2,61,58,1094,4.62,4.59,2.81,1
39776,0.36,Premium,D,VS2,59.1,58,1094,4.68,4.63,2.75,1
39777,0.36,Premium,D,VS2,61.8,58,1094,4.58,4.55,2.82,1
39778,0.36,Ideal,D,VS2,61.5,57,1094,4.58,4.56,2.81,1
39779,0.36,Ideal,D,VS2,60.6,57,1094,4.61,4.57,2.78,1
39780,0.36,Premium,D,VS2,61,59,1094,4.61,4.57,2.8,1
39781,0.36,Ideal,D,VS2,61.7,55,1094,4.6,4.58,2.83,1
39782,0.36,Ideal,D,VS2,61.6,56,1094,4.57,4.55,2.81,1
39783,0.33,Premium,G,IF,59.4,59,1094,4.54,4.49,2.68,1
39784,0.36,Ideal,D,VS2,61.1,57,1094,4.62,4.58,2.81,1
39785,0.3,Ideal,G,VVS1,62.1,56,1094,4.35,4.28,2.68,1
39786,0.58,Very Good,J,SI1,62.1,57,1095,5.35,5.41,3.34,1
39788,0.39,Ideal,D,VS1,61.9,57,1095,4.69,4.71,2.91,1
39790,0.39,Ideal,D,VS1,60.3,56,1095,4.71,4.77,2.86,1
39791,0.32,Ideal,E,IF,61.9,56,1095,4.4,4.42,2.73,1
39792,0.39,Premium,G,VVS1,60.4,59,1095,4.72,4.75,2.86,1
39793,0.39,Ideal,G,VVS1,62.3,57,1095,4.64,4.7,2.91,1
39794,0.39,Ideal,D,VS1,62,57,1095,4.67,4.71,2.91,1
39795,0.32,Premium,E,IF,61.6,58,1095,4.38,4.39,2.7,1
39796,0.38,Ideal,D,VS1,62.4,56,1095,4.64,4.68,2.91,1
39797,0.36,Ideal,D,VS1,61.1,56,1095,4.6,4.63,2.82,1
39798,0.5,Ideal,F,SI2,62,58,1095,5.08,5.11,3.16,1
39799,0.38,Ideal,D,VVS2,59.7,62,1096,4.71,4.74,2.82,1
39800,0.38,Ideal,D,VVS2,62.5,53,1096,4.63,4.68,2.91,1
39801,0.38,Ideal,F,VVS1,62.4,53,1096,4.63,4.67,2.9,1
39802,0.38,Ideal,F,VVS1,62.1,55,1096,4.66,4.71,2.91,1
39803,0.35,Ideal,F,VVS1,61.3,55,1096,4.55,4.58,2.8,1
39804,0.38,Ideal,F,VVS1,61,57,1096,4.67,4.71,2.86,1
39806,0.38,Ideal,F,VVS1,62.4,54,1096,4.66,4.7,2.92,1
39807,0.38,Ideal,F,VVS1,61.9,55,1096,4.67,4.7,2.9,1
39809,0.54,Premium,F,SI2,61.8,61,1097,5.28,5.18,3.23,1
39810,0.57,Premium,I,SI2,62.1,60,1097,5.32,5.27,3.29,1
39811,0.5,Very Good,E,SI2,59.9,57,1097,5.12,5.16,3.08,1
39812,0.39,Ideal,F,VVS2,61.8,55,1097,4.68,4.75,2.92,1
39814,0.4,Ideal,G,VVS1,61.7,55,1097,4.75,4.78,2.94,1
39815,0.4,Ideal,G,VVS1,61.8,56,1097,4.72,4.75,2.92,1
39816,0.4,Ideal,G,VVS1,61.7,57,1097,4.71,4.74,2.91,1
39817,0.4,Ideal,G,VVS1,60.8,54,1097,4.8,4.83,2.93,1
39818,0.5,Very Good,E,SI2,63.2,61,1097,5.05,5.02,3.18,1
39819,0.3,Premium,E,IF,61,59,1097,4.33,4.29,2.63,1
39820,0.38,Ideal,E,VS1,62.1,57,1097,4.65,4.62,2.88,1
39821,0.3,Premium,E,IF,61.9,58,1097,4.3,4.26,2.65,1
39822,0.38,Ideal,E,VVS2,62.4,56,1097,4.69,4.63,2.91,1
39824,0.57,Premium,I,SI2,62.1,57,1097,5.33,5.29,3.3,1
39826,0.39,Premium,G,VS1,62.6,58,1097,4.7,4.66,2.93,1
39827,0.39,Premium,G,VS1,62.4,57,1097,4.68,4.62,2.9,1
39829,0.39,Ideal,E,VS1,62.3,57,1097,4.67,4.64,2.9,1
39830,0.39,Premium,E,VS1,58.8,59,1097,4.76,4.73,2.79,1
39831,0.5,Premium,E,SI2,62.4,59,1097,5.09,5,3.15,1
39832,0.5,Premium,E,SI2,61,62,1097,5.13,5.09,3.12,1
39833,0.5,Very Good,G,SI1,61.1,57,1098,5.14,5.2,3.16,1
39834,0.5,Very Good,E,SI2,63,57,1098,5.01,5.05,3.17,1
39835,0.51,Very Good,E,SI2,62,57,1098,5.09,5.13,3.17,1
39836,0.51,Ideal,E,SI2,61,56,1098,5.16,5.2,3.16,1
39837,0.38,Very Good,E,VVS1,62.4,57,1098,4.62,4.71,2.91,1
39838,0.51,Very Good,E,SI2,60.3,56,1098,5.19,5.22,3.14,1
39839,0.54,Ideal,F,SI2,62,54,1098,5.23,5.28,3.26,1
39840,0.52,Ideal,H,SI1,61.9,56,1098,5.16,5.22,3.2,1
39842,0.5,Fair,E,SI1,66.5,58,1098,4.87,4.9,3.25,1
39845,0.41,Ideal,H,IF,61.1,54,1099,4.8,4.85,2.95,1
39848,0.55,Very Good,J,SI1,60.9,56,1100,5.29,5.35,3.24,1
39849,0.38,Ideal,E,VVS2,62.2,56,1100,4.58,4.65,2.87,1
39850,0.38,Ideal,E,VVS2,62,57,1100,4.61,4.62,2.86,1
39851,0.38,Ideal,E,VVS2,61.6,55,1100,4.67,4.72,2.89,1
39852,0.38,Ideal,E,VVS2,61.6,55,1100,4.63,4.66,2.86,1
39853,0.38,Ideal,E,VVS2,61.9,57,1100,4.63,4.65,2.87,1
39854,0.57,Good,J,VS2,63.3,56,1100,5.24,5.28,3.33,1
39856,0.39,Ideal,E,VVS2,62.1,54.6,1100,4.67,4.7,2.91,1
39857,0.52,Ideal,G,SI2,61.1,56,1100,5.19,5.22,3.18,1
39859,0.55,Ideal,J,SI1,60.9,57,1100,5.24,5.3,3.21,1
39860,0.41,Ideal,H,IF,61.8,55,1100,4.79,4.82,2.97,1
39861,0.51,Very Good,G,SI2,63.2,57,1100,5.07,5.03,3.19,1
39862,0.38,Ideal,F,VVS1,62,54.7,1101,4.62,4.67,2.88,1
